onset	duration	task	task_block_on	image	novelty	domain	fame	fame_rating	fame_check	task_relevance	response_time	accuracy
21.0	0.5	AnonymousPlaces	1	AP_29.bmp	Novel	Place	Anonymous	1.0	1.0	Relevant	667.0	1.0
22.5	0.5	AnonymousPlaces	0	FP_42.bmp	Novel	Place	Famous	3.0	0.0	Irrelevant	534.0	1.0
24.0	0.5	AnonymousPlaces	0	FP_13.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	437.0	1.0
25.5	0.5	AnonymousPlaces	0	AP_29.bmp	Repeat	Place	Anonymous	1.0	1.0	Relevant	441.0	0.0
30.0	0.5	AnonymousPlaces	0	AP_23.bmp	Novel	Place	Anonymous	2.0	1.0	Relevant	578.0	1.0
31.5	0.5	AnonymousPlaces	0	FP_30.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	781.0	1.0
33.0	0.5	AnonymousPlaces	0	FP_34.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	513.0	1.0
34.5	0.5	AnonymousPlaces	0	AP_23.bmp	Repeat	Place	Anonymous	2.0	1.0	Relevant	477.0	0.0
37.0	0.5	AnonymousPlaces	0	FP_11.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	537.0	1.0
39.0	0.5	AnonymousPlaces	0	AP_1.bmp	Novel	Place	Anonymous	6.0	1.0	Relevant	594.0	1.0
40.5	0.5	AnonymousPlaces	0	FP_35.bmp	Novel	Place	Famous	6.0	1.0	Irrelevant	521.0	1.0
42.0	0.5	AnonymousPlaces	0	FP_13.bmp	Repeat	Place	Famous	7.0	1.0	Irrelevant	484.0	1.0
43.5	0.5	AnonymousPlaces	0	AP_1.bmp	Repeat	Place	Anonymous	6.0	1.0	Relevant	503.0	0.0
46.0	0.5	AnonymousPlaces	0	FP_27.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	538.0	1.0
48.0	0.5	AnonymousPlaces	0	AP_20.bmp	Novel	Place	Anonymous	4.0	1.0	Relevant	488.0	1.0
49.5	0.5	AnonymousPlaces	0	FP_28.bmp	Novel	Place	Famous	3.0	0.0	Irrelevant	646.0	1.0
51.0	0.5	AnonymousPlaces	0	FP_32.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	538.0	1.0
52.5	0.5	AnonymousPlaces	0	AP_39.bmp	Novel	Place	Anonymous	3.0	1.0	Relevant	523.0	1.0
54.0	0.5	AnonymousPlaces	0	FP_3.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	480.0	1.0
56.0	0.5	AnonymousPlaces	0	FP_20.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	556.0	1.0
58.00000000000001	0.5	AnonymousPlaces	0	FP_4.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	1035.0	1.0
60.000000000000014	0.5	AnonymousPlaces	0	AP_39.bmp	Repeat	Place	Anonymous	3.0	1.0	Relevant	732.0	1.0
61.500000000000014	0.5	AnonymousPlaces	0	FP_39.bmp	Novel	Place	Famous	6.0	1.0	Irrelevant	721.0	1.0
63.000000000000014	0.5	AnonymousPlaces	0	FP_17.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	529.0	1.0
64.50000000000001	0.5	AnonymousPlaces	0	AP_12.bmp	Novel	Place	Anonymous	5.0	1.0	Relevant	504.0	1.0
69.00000000000001	0.5	AnonymousPlaces	0	AP_2.bmp	Novel	Place	Anonymous	2.0	1.0	Relevant	705.0	1.0
70.50000000000001	0.5	AnonymousPlaces	0	FP_22.bmp	Novel	Place	Famous	6.0	1.0	Irrelevant	537.0	1.0
72.00000000000001	0.5	AnonymousPlaces	0	FP_6.bmp	Novel	Place	Famous	6.0	1.0	Irrelevant	541.0	1.0
73.50000000000001	0.5	AnonymousPlaces	0	AP_2.bmp	Repeat	Place	Anonymous	2.0	1.0	Relevant	505.0	1.0
